,STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,latitude,longitude
16,30178,S,63rd (95th-bound),63rd,63rd (Red Line),40910,True,True,False,False,False,False,False,False,False,False,"(41.780536, -87.630952)",53.0,21559,66.0,166.0,4.0,41.780536,-87.630952
17,30177,N,63rd (Howard-bound),63rd,63rd (Red Line),40910,True,True,False,False,False,False,False,False,False,False,"(41.780536, -87.630952)",53.0,21559,66.0,166.0,4.0,41.780536,-87.630952
18,30192,S,69th (95th-bound),69th,69th (Red Line),40990,True,True,False,False,False,False,False,False,False,False,"(41.768367, -87.625724)",31.0,21559,67.0,513.0,32.0,41.768367,-87.625724
19,30191,N,69th (Howard-bound),69th,69th (Red Line),40990,True,True,False,False,False,False,False,False,False,False,"(41.768367, -87.625724)",31.0,21559,67.0,513.0,32.0,41.768367,-87.625724
20,30047,S,79th (95th-bound),79th,79th (Red Line),40240,True,True,False,False,False,False,False,False,False,False,"(41.750419, -87.625112)",31.0,21554,40.0,1.0,32.0,41.750419,-87.625112
21,30046,N,79th (Howard-bound),79th,79th (Red Line),40240,True,True,False,False,False,False,False,False,False,False,"(41.750419, -87.625112)",31.0,21554,40.0,1.0,32.0,41.750419,-87.625112
22,30275,N,87th (Howard-bound),87th,87th (Red Line),41430,True,True,False,False,False,False,False,False,False,False,"(41.735372, -87.624717)",18.0,21554,40.0,1.0,13.0,41.735372,-87.624717
23,30276,S,87th (95th-bound),87th,87th (Red Line),41430,True,True,False,False,False,False,False,False,False,False,"(41.735372, -87.624717)",18.0,21554,40.0,1.0,13.0,41.735372,-87.624717
24,30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),40450,True,True,False,False,False,False,False,False,False,False,"(41.722377, -87.624342)",18.0,21861,45.0,187.0,13.0,41.722377,-87.624342
25,30088,N,95th/Dan Ryan (Howard-bound),95th/Ran Ryan,95th/Ran Ryan (Red Line),40450,True,True,False,False,False,False,False,False,False,False,"(41.722377, -87.624342)",18.0,21861,45.0,187.0,13.0,41.722377,-87.624342
26,30132,S,Adams/Wabash (Inner Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,False,False,False,True,False,False,True,False,True,True,"(41.879507, -87.626037)",22.0,14912,38.0,367.0,36.0,41.879507,-87.626037
27,30131,N,Adams/Wabash (Outer Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,False,False,False,True,True,False,False,False,False,False,"(41.879507, -87.626037)",22.0,14912,38.0,367.0,36.0,41.879507,-87.626037
28,30239,N,Addison (O'Hare-bound),Addison,Addison (Blue Line),41240,True,False,True,False,False,False,False,False,False,False,"(41.94738, -87.71906)",15.0,21538,16.0,326.0,50.0,41.94738,-87.71906
29,30240,S,Addison (Forest Pk-bound),Addison,Addison (Blue Line),41240,True,False,True,False,False,False,False,False,False,False,"(41.94738, -87.71906)",15.0,21538,16.0,326.0,50.0,41.94738,-87.71906
30,30277,N,Addison (Kimball-bound),Addison,Addison (Brown Line),41440,True,False,False,False,True,False,False,False,False,False,"(41.947028, -87.674642)",13.0,21186,46.0,644.0,18.0,41.947028,-87.674642
31,30278,S,Addison (Loop-bound),Addison,Addison (Brown Line),41440,True,False,False,False,True,False,False,False,False,False,"(41.947028, -87.674642)",13.0,21186,46.0,644.0,18.0,41.947028,-87.674642
32,30274,S,Addison (95th-bound),Addison,Addison (Red Line),41420,True,True,False,False,False,False,False,False,False,False,"(41.947428, -87.653626)",38.0,21186,57.0,727.0,25.0,41.947428,-87.653626
33,30273,N,Addison (Howard-bound),Addison,Addison (Red Line),41420,True,True,False,False,False,False,False,False,False,False,"(41.947428, -87.653626)",38.0,21186,57.0,727.0,25.0,41.947428,-87.653626
34,30230,S,Argyle (95th-bound),Argyle,Argyle (Red Line),41200,False,True,False,False,False,False,False,False,False,False,"(41.973453, -87.65853)",40.0,22616,31.0,634.0,16.0,41.973453,-87.65853
35,30229,N,Argyle (Howard-bound),Argyle,Argyle (Red Line),41200,False,True,False,False,False,False,False,False,False,False,"(41.973453, -87.65853)",40.0,22616,31.0,634.0,16.0,41.973453,-87.65853
36,30127,N,Armitage (Kimball-Linden-bound),Armitage,Armitage (Brown & Purple Lines),40660,True,False,False,False,True,False,True,False,False,False,"(41.918217, -87.652644)",51.0,21190,68.0,744.0,34.0,41.918217,-87.652644
37,30128,S,Armitage (Loop-bound),Armitage,Armitage (Brown & Purple Lines),40660,True,False,False,False,True,False,True,False,False,False,"(41.918217, -87.652644)",51.0,21190,68.0,744.0,34.0,41.918217,-87.652644
38,30032,E,Ashland (Loop-63rd-bound),Ashland,Ashland (Green & Pink Lines),40170,True,False,False,True,False,False,False,False,True,False,"(41.885269, -87.666969)",41.0,14917,29.0,579.0,46.0,41.885269,-87.666969
39,30033,W,Ashland (Harlem-54th/Cermak-bound),Ashland,Ashland (Green & Pink Lines),40170,True,False,False,True,False,False,False,False,True,False,"(41.885269, -87.666969)",41.0,14917,29.0,579.0,46.0,41.885269,-87.666969
40,30205,N,Ashland (Loop-bound),Ashland,Ashland (Orange Line),41060,True,False,False,False,False,False,False,False,False,True,"(41.839234, -87.665317)",26.0,14920,33.0,126.0,26.0,41.839234,-87.665317
41,30206,S,Ashland (Midway-bound),Ashland,Ashland (Orange Line),41060,True,False,False,False,False,False,False,False,False,True,"(41.839234, -87.665317)",26.0,14920,33.0,126.0,26.0,41.839234,-87.665317
42,30056,E,Ashland/63rd (Harlem-bound),Ashland/63rd,Ashland/63rd (Green Line),40290,True,False,False,True,False,False,False,False,False,False,"(41.77886, -87.663766)",19.0,22257,65.0,279.0,2.0,41.77886,-87.663766
43,30057,W,Ashland/63rd (Terminal arrival),Ashland/63rd,Ashland/63rd (Green Line),40290,True,False,False,True,False,False,False,False,False,False,"(41.77886, -87.663766)",19.0,22257,65.0,279.0,2.0,41.77886,-87.663766
44,30002,W,Austin (Forest Pk-bound),Austin,Austin (Blue Line),40010,False,False,True,False,False,False,False,False,False,False,"(41.870851, -87.776812)",,26618,,,,41.870851,-87.776812
45,30001,E,Austin (O'Hare-bound),Austin,Austin (Blue Line),40010,False,False,True,False,False,False,False,False,False,False,"(41.870851, -87.776812)",,26618,,,,41.870851,-87.776812
46,30243,E,Austin (63rd-bound),Austin,Austin (Green Line),41260,False,False,False,True,False,False,False,False,False,False,"(41.887293, -87.774135)",52.0,22216,26.0,672.0,7.0,41.887293,-87.774135
47,30244,W,Austin (Harlem-bound),Austin,Austin (Green Line),41260,False,False,False,True,False,False,False,False,False,False,"(41.887293, -87.774135)",52.0,22216,26.0,672.0,7.0,41.887293,-87.774135
48,30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,Belmont (Blue Line),40060,False,False,True,False,False,False,False,False,False,False,"(41.938132, -87.712359)",15.0,21538,22.0,216.0,12.0,41.938132,-87.712359
49,30012,N,Belmont (O'Hare Branch) (O'Hare-bound),Belmont,Belmont (Blue Line),40060,False,False,True,False,False,False,False,False,False,False,"(41.938132, -87.712359)",15.0,21538,22.0,216.0,12.0,41.938132,-87.712359
50,30256,S,Belmont (95th-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,True,True,False,False,False,False,False,False,False,False,"(41.939751, -87.65338)",38.0,4449,57.0,681.0,25.0,41.939751,-87.65338
51,30255,N,Belmont (Howard-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,True,True,False,False,False,False,False,False,False,False,"(41.939751, -87.65338)",38.0,4449,57.0,681.0,25.0,41.939751,-87.65338
52,30257,N,Belmont (Kimball-Linden-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,True,False,False,False,True,False,True,False,False,False,"(41.939751, -87.65338)",38.0,4449,57.0,681.0,25.0,41.939751,-87.65338
53,30258,S,Belmont (Loop-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,True,False,False,False,True,False,True,False,False,False,"(41.939751, -87.65338)",38.0,4449,57.0,681.0,25.0,41.939751,-87.65338
54,30067,S,Berwyn (95th-bound),Berwyn,Berwyn (Red Line),40340,False,True,False,False,False,False,False,False,False,False,"(41.977984, -87.658668)",40.0,22616,76.0,160.0,16.0,41.977984,-87.658668
55,30066,N,Berwyn (Howard-bound),Berwyn,Berwyn (Red Line),40340,False,True,False,False,False,False,False,False,False,False,"(41.977984, -87.658668)",40.0,22616,76.0,160.0,16.0,41.977984,-87.658668
56,30268,S,Bryn Mawr (95th-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,False,True,False,False,False,False,False,False,False,False,"(41.983504, -87.65884)",40.0,22616,76.0,145.0,16.0,41.983504,-87.65884
57,30267,N,Bryn Mawr (Howard-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,False,True,False,False,False,False,False,False,False,False,"(41.983504, -87.65884)",40.0,22616,76.0,145.0,16.0,41.983504,-87.65884
58,30087,W,California (54th/Cermak-bound),California,California (Pink Line),40440,True,False,False,False,False,False,False,False,True,False,"(41.854109, -87.694774)",11.0,14920,32.0,203.0,1.0,41.854109,-87.694774
59,30086,E,California (Loop-bound),California,California (Pink Line),40440,True,False,False,False,False,False,False,False,True,False,"(41.854109, -87.694774)",11.0,14920,32.0,203.0,1.0,41.854109,-87.694774
60,30265,E,California (63rd-bound),California,California (Green Line),41360,True,False,False,True,False,False,False,False,False,False,"(41.88422, -87.696234)",41.0,21184,28.0,50.0,46.0,41.88422,-87.696234
61,30266,W,California (Harlem-bound),California,California (Green Line),41360,True,False,False,True,False,False,False,False,False,False,"(41.88422, -87.696234)",41.0,21184,28.0,50.0,46.0,41.88422,-87.696234
62,30111,N,California (O'Hare-bound),California,California (Blue Line),40570,False,False,True,False,False,False,False,False,False,False,"(41.921939, -87.69689)",24.0,22535,23.0,294.0,41.0,41.921939,-87.69689
63,30112,S,California (Forest Pk-bound),California,California  (Blue Line),40570,False,False,True,False,False,False,False,False,False,False,"(41.921939, -87.69689)",24.0,22535,23.0,294.0,41.0,41.921939,-87.69689
64,30054,E,Central (63rd-bound),Central,Central (Green Line),40280,True,False,False,True,False,False,False,False,False,False,"(41.887389, -87.76565)",52.0,22216,26.0,672.0,7.0,41.887389,-87.76565
65,30055,W,Central (Harlem-bound),Central,Central (Green Line),40280,True,False,False,True,False,False,False,False,False,False,"(41.887389, -87.76565)",52.0,22216,26.0,672.0,7.0,41.887389,-87.76565
66,30242,S,Central (Howard-Loop-bound),Central,Central (Purple Line),41250,False,False,False,False,False,True,True,False,False,False,"(42.063987, -87.685617)",,26293,,,,42.063987,-87.685617
67,30241,N,Central (Linden-bound),Central,Central (Purple Line),41250,False,False,False,False,False,True,True,False,False,False,"(42.063987, -87.685617)",,26293,,,,42.063987,-87.685617
68,30152,W,Central Park (54th/Cermak-bound),Central Park,Central Park (Pink Line),40780,True,False,False,False,False,False,False,False,True,False,"(41.853839, -87.714842)",36.0,21569,30.0,157.0,14.0,41.853839,-87.714842
69,30151,E,Central Park (Loop-bound),Central Park,Central Park (Pink Line),40780,True,False,False,False,False,False,False,False,True,False,"(41.853839, -87.714842)",36.0,21569,30.0,157.0,14.0,41.853839,-87.714842
70,30194,S,Cermak-Chinatown (95th-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,True,True,False,False,False,False,False,False,False,False,"(41.853206, -87.630968)",8.0,21194,35.0,3.0,26.0,41.853206,-87.630968
71,30193,N,Cermak-Chinatown (Howard-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,True,True,False,False,False,False,False,False,False,False,"(41.853206, -87.630968)",8.0,21194,35.0,3.0,26.0,41.853206,-87.630968
72,30382,S,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,True,False,False,True,False,False,False,False,False,False,"(41.853115, -87.626402)",12.0,21194,34.0,374.0,9.0,41.853115,-87.626402
73,30381,N,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,True,False,False,True,False,False,False,False,False,False,"(41.853115, -87.626402)",12.0,21194,34.0,374.0,9.0,41.853115,-87.626402
74,30271,N,Chicago (O'Hare-bound),Chicago,Chicago (Blue Line),41410,False,False,True,False,False,False,False,False,False,False,"(41.896075, -87.655214)",41.0,22620,25.0,522.0,46.0,41.896075,-87.655214
75,30138,S,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple Lines),40710,True,False,False,False,True,False,True,False,False,False,"(41.89681, -87.635924)",41.0,14926,37.0,652.0,46.0,41.89681,-87.635924
76,30137,N,Chicago (Kimball-Linden-bound),Chicago,Chicago (Brown & Purple Lines),40710,True,False,False,False,True,False,True,False,False,False,"(41.89681, -87.635924)",41.0,14926,37.0,652.0,46.0,41.89681,-87.635924
77,30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,True,True,False,False,False,False,False,False,False,False,"(41.896671, -87.628176)",22.0,21182,37.0,626.0,36.0,41.896671,-87.628176
78,30279,N,Chicago (Howard-bound),Chicago,Chicago (Red Line),41450,True,True,False,False,False,False,False,False,False,False,"(41.896671, -87.628176)",22.0,21182,37.0,626.0,36.0,41.896671,-87.628176
79,30272,S,Chicago (Forest Pk-bound),Chicago,Chicago (Blue Line),41410,False,False,True,False,False,False,False,False,False,False,"(41.896075, -87.655214)",41.0,22620,25.0,522.0,46.0,41.896075,-87.655214
80,30083,W,Cicero (54th/Cermak-bound),Cicero,Cicero (Pink Line),40420,True,False,False,False,False,False,False,False,True,False,"(41.85182, -87.745336)",,4458,,,,41.85182,-87.745336
81,30082,E,Cicero (Loop-bound),Cicero,Cicero (Pink Line),40420,True,False,False,False,False,False,False,False,True,False,"(41.85182, -87.745336)",,4458,,,,41.85182,-87.745336
82,30188,W,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,False,False,True,False,False,False,False,False,False,False,"(41.871574, -87.745154)",36.0,22216,26.0,61.0,7.0,41.871574,-87.745154
83,30187,E,Cicero (O'Hare-bound),Cicero,Cicero (Blue Line),40970,False,False,True,False,False,False,False,False,False,False,"(41.871574, -87.745154)",36.0,22216,26.0,61.0,7.0,41.871574,-87.745154
84,30094,E,Cicero (63rd-bound),Cicero,Cicero (Green Line),40480,True,False,False,True,False,False,False,False,False,False,"(41.886519, -87.744698)",11.0,22216,26.0,696.0,23.0,41.886519,-87.744698
85,30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,True,False,False,True,False,False,False,False,False,False,"(41.886519, -87.744698)",11.0,22216,26.0,696.0,23.0,41.886519,-87.744698
86,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,True,True,False,False,False,False,False,False,False,False,"(41.90392, -87.631412)",22.0,14926,37.0,17.0,11.0,41.90392,-87.631412
87,30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,True,True,False,False,False,False,False,False,False,False,"(41.90392, -87.631412)",22.0,14926,37.0,17.0,11.0,41.90392,-87.631412
88,30074,E,Clark/Lake (Inner Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,True,False,False,True,False,False,True,False,True,True,"(41.885737, -87.630886)",22.0,14309,38.0,92.0,36.0,41.885737,-87.630886
89,30075,W,Clark/Lake (Outer Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,True,False,False,True,True,False,False,False,False,False,"(41.885737, -87.630886)",22.0,14309,38.0,92.0,36.0,41.885737,-87.630886
90,30374,S,Clark/Lake (Forest Pk-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,True,False,True,False,False,False,False,False,False,False,"(41.885737, -87.630886)",22.0,14309,38.0,92.0,36.0,41.885737,-87.630886
91,30375,N,Clark/Lake (O'Hare-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,True,False,True,False,False,False,False,False,False,False,"(41.885737, -87.630886)",22.0,14309,38.0,92.0,36.0,41.885737,-87.630886
92,30085,W,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,False,False,True,False,False,False,False,False,False,False,"(41.875539, -87.640984)",48.0,14917,29.0,97.0,26.0,41.875539,-87.640984
93,30084,E,Clinton (O'Hare-bound),Clinton,Clinton (Blue Line),40430,False,False,True,False,False,False,False,False,False,False,"(41.875539, -87.640984)",48.0,14917,29.0,97.0,26.0,41.875539,-87.640984
94,30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink Lines),41160,True,False,False,True,False,False,False,False,True,False,"(41.885678, -87.641782)",22.0,4452,29.0,784.0,36.0,41.885678,-87.641782
95,30221,E,Clinton (Loop-63rd-bound),Clinton,Clinton (Green & Pink Lines),41160,True,False,False,True,False,False,False,False,True,False,"(41.885678, -87.641782)",22.0,4452,29.0,784.0,36.0,41.885678,-87.641782
96,30291,E,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,True,False,False,True,False,False,False,False,False,False,"(41.884904, -87.716523)",11.0,21572,28.0,176.0,23.0,41.884904,-87.716523
97,30292,W,Conservatory (Harlem-bound),Conservatory,Conservatory (Green Line),41670,True,False,False,True,False,False,False,False,False,False,"(41.884904, -87.716523)",11.0,21572,28.0,176.0,23.0,41.884904,-87.716523
98,30139,E,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,True,False,False,True,False,False,False,False,False,False,"(41.780309, -87.605857)",53.0,22260,9.0,347.0,4.0,41.780309,-87.605857
99,30140,W,Cottage Grove (Harlem-bound),Cottage Grove,Cottage Grove (Green Line),40720,True,False,False,True,False,False,False,False,False,False,"(41.780309, -87.605857)",53.0,22260,9.0,347.0,4.0,41.780309,-87.605857
100,30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,True,False,True,False,False,False,False,False,False,False,"(41.984246, -87.838028)",34.0,22243,75.0,64.0,29.0,41.984246,-87.838028
101,30044,N,Cumberland (O'Hare-bound),Cumberland,Cumberland (Blue Line),40230,True,False,True,False,False,False,False,False,False,False,"(41.984246, -87.838028)",34.0,22243,75.0,64.0,29.0,41.984246,-87.838028
102,30041,W,Damen (54th/Cermak-bound),Damen,Damen (Pink Line),40210,True,False,False,False,False,False,False,False,True,False,"(41.854517, -87.675975)",8.0,14920,33.0,366.0,26.0,41.854517,-87.675975
103,30040,E,Damen (Loop-bound),Damen,Damen (Pink Line),40210,True,False,False,False,False,False,False,False,True,False,"(41.854517, -87.675975)",8.0,14920,33.0,366.0,26.0,41.854517,-87.675975
104,30116,S,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,False,False,True,False,False,False,False,False,False,False,"(41.909744, -87.677437)",24.0,21560,25.0,481.0,41.0,41.909744,-87.677437
105,30115,N,Damen/Milwaukee (O'Hare-bound),Damen,Damen (Blue Line),40590,False,False,True,False,False,False,False,False,False,False,"(41.909744, -87.677437)",24.0,21560,25.0,481.0,41.0,41.909744,-87.677437
106,30018,N,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,True,False,False,False,True,False,False,False,False,False,"(41.966286, -87.678639)",13.0,21849,6.0,225.0,18.0,41.966286,-87.678639
107,30019,S,Damen (Loop-bound),Damen,Damen (Brown Line),40090,True,False,False,False,True,False,False,False,False,False,"(41.966286, -87.678639)",13.0,21849,6.0,225.0,18.0,41.966286,-87.678639
108,30011,S,Davis (Howard-Loop-bound),Davis,Davis (Purple Line),40050,True,False,False,False,False,True,True,False,False,False,"(42.04771, -87.683543)",,26293,,,,42.04771,-87.683543
109,30010,N,Davis (Linden-bound),Davis,Davis (Purple Line),40050,True,False,False,False,False,True,True,False,False,False,"(42.04771, -87.683543)",,26293,,,,42.04771,-87.683543
110,30134,S,Dempster (Howard-Loop-bound),Dempster,Dempster (Purple Line),40690,False,False,False,False,False,True,True,False,False,False,"(42.041655, -87.681602)",,26293,,,,42.041655,-87.681602
111,30133,N,Dempster (Linden-bound),Dempster,Dempster (Purple Line),40690,False,False,False,False,False,True,True,False,False,False,"(42.041655, -87.681602)",,26293,,,,42.041655,-87.681602
112,30027,S,Dempster-Skokie (Howard-bound),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,True,False,False,False,False,False,False,True,False,False,"(42.038951, -87.751919)",,9460,,,,42.038951,-87.751919
113,30026,N,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,True,False,False,False,False,False,False,True,False,False,"(42.038951, -87.751919)",,9460,,,,42.038951,-87.751919
114,30103,N,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple Lines),40530,True,False,False,False,True,False,True,False,False,False,"(41.932732, -87.653131)",38.0,21190,57.0,681.0,25.0,41.932732,-87.653131
115,30104,S,Diversey (Loop-bound),Diversey,Diversey (Brown & Purple Lines),40530,True,False,False,False,True,False,True,False,False,False,"(41.932732, -87.653131)",38.0,21190,57.0,681.0,25.0,41.932732,-87.653131
116,30063,S,Division (Forest Pk-bound),Division,Division (Blue Line),40320,False,False,True,False,False,False,False,False,False,False,"(41.903355, -87.666496)",24.0,22620,25.0,484.0,11.0,41.903355,-87.666496
117,30062,N,Division (O'Hare-bound),Division,Division (Blue Line),40320,False,False,True,False,False,False,False,False,False,False,"(41.903355, -87.666496)",24.0,22620,25.0,484.0,11.0,41.903355,-87.666496
118,30076,E,Forest Park (O'Hare-bound),Forest Park,Forest Park (Blue Line),40390,True,False,True,False,False,False,False,False,False,False,"(41.874257, -87.817318)",,15606,,,,41.874257,-87.817318
119,30077,W,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,True,False,True,False,False,False,False,False,False,False,"(41.874257, -87.817318)",,15606,,,,41.874257,-87.817318
120,30102,S,Foster (Howard-Loop-bound),Foster,Foster (Purple Line),40520,False,False,False,False,False,True,True,False,False,False,"(42.05416, -87.68356)",,26293,,,,42.05416,-87.68356
121,30101,N,Foster (Linden-bound),Foster,Foster (Purple Line),40520,False,False,False,False,False,True,True,False,False,False,"(42.05416, -87.68356)",,26293,,,,42.05416,-87.68356
122,30167,N,Francisco (Kimball-bound),Francisco,Francisco (Brown Line),40870,True,False,False,False,True,False,False,False,False,False,"(41.966046, -87.701644)",2.0,21849,14.0,258.0,20.0,41.966046,-87.701644
123,30168,S,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,True,False,False,False,True,False,False,False,False,False,"(41.966046, -87.701644)",2.0,21849,14.0,258.0,20.0,41.966046,-87.701644
124,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,True,True,False,False,False,False,False,False,False,False,"(41.925051, -87.652866)",51.0,21190,68.0,744.0,34.0,41.925051,-87.652866
125,30233,N,Fullerton (Howard-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,True,True,False,False,False,False,False,False,False,False,"(41.925051, -87.652866)",51.0,21190,68.0,744.0,34.0,41.925051,-87.652866
126,30235,N,Fullerton (Kimball-Linden-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,True,False,False,False,True,False,True,False,False,False,"(41.925051, -87.652866)",51.0,21190,68.0,744.0,34.0,41.925051,-87.652866
127,30236,S,Fullerton (Loop-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,True,False,False,False,True,False,True,False,False,False,"(41.925051, -87.652866)",51.0,21190,68.0,744.0,34.0,41.925051,-87.652866
128,30100,S,Garfield (63rd-bound),Garfield,Garfield (Green Line),40510,True,False,False,True,False,False,False,False,False,False,"(41.795172, -87.618327)",12.0,21192,7.0,401.0,9.0,41.795172,-87.618327
129,30099,N,Garfield (Harlem-bound),Garfield,Garfield (Green Line),40510,True,False,False,True,False,False,False,False,False,False,"(41.795172, -87.618327)",12.0,21192,7.0,401.0,9.0,41.795172,-87.618327
130,30224,S,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,True,True,False,False,False,False,False,False,False,False,"(41.79542, -87.631157)",12.0,14924,3.0,224.0,9.0,41.79542,-87.631157
131,30223,N,Garfield (Howard-bound),Garfield,Garfield (Red Line),41170,True,True,False,False,False,False,False,False,False,False,"(41.79542, -87.631157)",12.0,14924,3.0,224.0,9.0,41.79542,-87.631157
132,30096,S,Grand/Milwaukee (Forest Pk-bound),Grand,Grand (Blue Line),40490,False,False,True,False,False,False,False,False,False,False,"(41.891189, -87.647578)",41.0,4446,25.0,109.0,46.0,41.891189,-87.647578
133,30095,N,Grand/Milwaukee (O'Hare-bound),Grand,Grand (Blue Line),40490,False,False,True,False,False,False,False,False,False,False,"(41.891189, -87.647578)",41.0,4446,25.0,109.0,46.0,41.891189,-87.647578
134,30065,S,Grand/State (95th-bound),Grand,Grand (Red Line),40330,True,True,False,False,False,False,False,False,False,False,"(41.891665, -87.628021)",22.0,21182,37.0,626.0,36.0,41.891665,-87.628021
135,30064,N,Grand/State (Howard-bound),Grand,Grand (Red Line),40330,True,True,False,False,False,False,False,False,False,False,"(41.891665, -87.628021)",22.0,21182,37.0,626.0,36.0,41.891665,-87.628021
136,30148,S,Granville (95th-bound),Granville,Granville (Red Line),40760,True,True,False,False,False,False,False,False,False,False,"(41.993664, -87.659202)",40.0,4451,76.0,46.0,16.0,41.993664,-87.659202
137,30147,N,Granville (Howard-bound),Granville,Granville (Red Line),40760,True,True,False,False,False,False,False,False,False,False,"(41.993664, -87.659202)",40.0,4451,76.0,46.0,16.0,41.993664,-87.659202
138,30215,N,Halsted (Loop-bound),Halsted,Halsted (Orange Line),41130,True,False,False,False,False,False,False,False,False,True,"(41.84678, -87.648088)",26.0,14920,58.0,59.0,48.0,41.84678,-87.648088
139,30216,S,Halsted (Midway-bound),Halsted,Halsted (Orange Line),41130,True,False,False,False,False,False,False,False,False,True,"(41.84678, -87.648088)",26.0,14920,58.0,59.0,48.0,41.84678,-87.648088
140,30184,W,Halsted/63rd (Ashland-bound),Halsted,Halsted (Green Line),40940,True,False,False,True,False,False,False,False,False,False,"(41.778943, -87.644244)",53.0,21559,66.0,435.0,4.0,41.778943,-87.644244
141,30183,E,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,True,False,False,True,False,False,False,False,False,False,"(41.778943, -87.644244)",53.0,21559,66.0,435.0,4.0,41.778943,-87.644244
142,30146,S,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,True,False,True,False,False,False,False,False,False,False,"(41.98227, -87.8089)",34.0,4448,36.0,735.0,29.0,41.98227,-87.8089
143,30145,N,Harlem (O'Hare Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,True,False,True,False,False,False,False,False,False,False,"(41.98227, -87.8089)",34.0,4448,36.0,735.0,29.0,41.98227,-87.8089
144,30189,E,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - Forest Park Branch),40980,False,False,True,False,False,False,False,False,False,False,"(41.87349, -87.806961)",,15606,,,,41.87349,-87.806961
145,30190,W,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,Harlem (Blue Line - Forest Park Branch),40980,False,False,True,False,False,False,False,False,False,False,"(41.87349, -87.806961)",,15606,,,,41.87349,-87.806961
146,30004,W,Harlem (Terminal arrival),Harlem/Lake,Harlem/Lake (Green Line),40020,True,False,False,True,False,False,False,False,False,False,"(41.886848, -87.803176)",,26611,,,,41.886848,-87.803176
147,30003,E,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,True,False,False,True,False,False,False,False,False,False,"(41.886848, -87.803176)",,26611,,,,41.886848,-87.803176
